"BoardID"	"SchoolID"	"School.Type"	"Enrolment"	"Percentage.of.Students.Whose.First.Language.Is.Not.English"	"Percentage.of.Students.Whose.First.Language.Is.Not.French"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.English.Speaking.Country"	"Percentage.of.Students.Who.Are.New.to.Canada.from.a.Non.French.Speaking.Country"	"Percentage.of.Students.Receiving.Special.Education.Services"	"Gifted"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.3.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Reading"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Writing"	"Percentage.of.Grade.6.Students.Achieving.the.Provincial.Standard.in.Mathematics"	"Percentage.of.Children.Who.Live.in.Low.Income.Households"	"Percentage.of.Students.Whose.Parents.Have.Some.University.Education"	"FSL.Core"	"FSL.Extended"	"FSL.Immersion"	"Gender.Ratio.M.to.F"	"Enrol_sum_all"	"Enrol_sum_JKto3"	"Enrol_sum_4to6"
"B15202"	"372005"	"Public"	279	24	100	8	8	15	"FALSE"	64	72	44	70	61	42	42	28	"YES"	"NO"	"NO"	0.23	279	137	88
"B28002"	"181552"	"Public"	199	3	98	8	8	18	"FALSE"	76	67	62	71	48	19	26	20	"YES"	"NO"	"NO"	0.25	3780	2082	1265
"B28002"	"221554"	"Public"	192	3	98	8	8	29	"FALSE"	65	65	55	72	55	31	15	27	"YES"	"NO"	"NO"	0.25	3780	2082	1265
"B28002"	"361747"	"Public"	358	3	98	8	8	16	"FALSE"	59	63	48	62	56	25	16	30	"YES"	"NO"	"NO"	0.25	3780	2082	1265
"B28002"	"445061"	"Public"	203	3	96	8	8	22	"FALSE"	27	30	18	31	28	12	26	20	"YES"	"NO"	"NO"	0.25	3780	2082	1265
"B28002"	"193771"	"Public"	138	3	99	8	8	28	"FALSE"	47	53	26	41	32	18	24	23	"YES"	"NO"	"NO"	0.25	3780	2082	1265
"B28002"	"114073"	"Public"	386	3	95	8	8	22	"FALSE"	47	44	29	59	47	28	14	23	"YES"	"NO"	"YES"	0.25	3780	2082	1265
"B28002"	"502030"	"Public"	133	3	99	8	8	50	"FALSE"	40	47	27	47	47	7	33	15	"YES"	"NO"	"NO"	0.25	3780	2082	1265
"B28002"	"270291"	"Public"	486	3	93	8	8	4	"FALSE"	62	65	51	95	90	24	18	28	"NO"	"NO"	"YES"	0.25	3780	2082	1265
"B28002"	"140210"	"Public"	82	3	98	8	8	35	"FALSE"	36	18	18	75	42	0	24	12	"YES"	"NO"	"NO"	0.25	3780	2082	1265
"B28002"	"384224"	"Public"	383	3	93	8	8	14	"FALSE"	44	56	27	81	72	42	16	25	"YES"	"NO"	"YES"	0.25	3780	2082	1265
"B28002"	"347957"	"Public"	98	3	97	8	8	17	"FALSE"	46	38	8	64	36	0	27	20	"YES"	"NO"	"YES"	0.25	3780	2082	1265
"B28010"	"230561"	"Public"	209	4	100	8	8	17	"FALSE"	76	64	52	52	59	41	16	34	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"186783"	"Public"	120	4	96	8	8	18	"FALSE"	62	75	69	87	80	67	30	24	"NO"	"NO"	"YES"	0.21	5771	3101	1993
"B28010"	"278270"	"Public"	174	4	100	8	8	17	"FALSE"	52	52	71	59	55	45	24	27	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"551660"	"Public"	170	4	100	8	8	16	"FALSE"	44	44	50	83	66	45	14	28	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"161276"	"Public"	304	4	100	8	8	13	"FALSE"	60	52	44	70	60	18	16	25	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"227331"	"Public"	263	4	100	8	8	18	"FALSE"	82	64	55	84	73	46	13	46	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"515396"	"Public"	116	4	100	8	8	20	"FALSE"	21	21	14	65	41	12	13	34	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"285552"	"Public"	116	4	100	8	8	17	"FALSE"	75	42	67	80	70	50	31	32	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"548413"	"Public"	266	4	100	8	8	11	"FALSE"	93	93	75	86	82	64	10	45	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"442054"	"Public"	236	4	100	8	8	10	"FALSE"	76	80	64	81	84	66	19	37	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"237191"	"Public"	244	4	100	8	8	22	"FALSE"	71	71	50	66	62	22	27	23	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"530603"	"Public"	103	4	100	8	8	14	"FALSE"	94	76	76	79	71	7	20	49	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"434922"	"Public"	151	4	100	8	8	24	"FALSE"	44	56	44	65	52	17	19	39	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"468339"	"Public"	255	4	100	8	8	11	"FALSE"	60	40	53	57	57	13	8	51	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"410870"	"Public"	240	4	100	8	8	20	"FALSE"	52	48	44	67	52	19	35	14	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"165042"	"Public"	195	4	100	8	8	10	"FALSE"	61	71	68	77	45	18	13	18	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"195200"	"Public"	176	4	100	8	8	12	"FALSE"	52	26	35	65	41	12	18	23	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"485497"	"Public"	183	7	100	8	8	24	"FALSE"	58	63	47	71	53	29	25	43	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"302350"	"Public"	162	4	100	8	8	21	"FALSE"	37	42	21	53	29	29	28	20	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28010"	"462616"	"Public"	269	4	100	8	8	18	"FALSE"	63	63	56	78	78	43	24	32	"YES"	"NO"	"NO"	0.21	5771	3101	1993
"B28029"	"328197"	"Public"	592	9	100	5	5	20	"FALSE"	84	92	76	82	85	66	16	57	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"107719"	"Public"	447	3	100	4	4	29	"FALSE"	64	53	42	81	81	56	24	31	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"122920"	"Public"	219	5	100	4	4	29	"FALSE"	48	57	39	68	64	39	11	37	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"464309"	"Public"	187	5	100	4	4	22	"FALSE"	71	75	58	58	42	11	49	15	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"479403"	"Public"	309	5	100	4	4	14	"FALSE"	56	60	56	65	47	29	10	26	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"314676"	"Public"	315	5	100	4	4	19	"FALSE"	66	62	55	89	93	39	12	34	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"308439"	"Public"	238	5	100	4	4	23	"FALSE"	38	25	25	38	44	0	45	17	"YES"	"NO"	"YES"	0.23	7777	4213	2671
"B28029"	"311944"	"Public"	122	5	100	4	4	20	"FALSE"	67	33	17	77	46	8	22	9	"YES"	"NO"	"YES"	0.23	7777	4213	2671
"B28029"	"185930"	"Public"	280	5	100	4	4	18	"FALSE"	60	27	50	48	38	19	16	22	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"569992"	"Public"	585	5	99	4	4	8	"FALSE"	81	75	47	90	81	39	9	29	"NO"	"NO"	"YES"	0.23	7777	4213	2671
"B28029"	"496154"	"Public"	123	5	100	4	4	28	"FALSE"	69	46	54	62	69	6	23	15	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"101478"	"Public"	149	5	99	4	4	15	"FALSE"	80	60	60	50	56	12	10	36	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"456632"	"Public"	476	3	100	3	3	31	"FALSE"	70	77	55	69	51	22	28	29	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"410918"	"Public"	517	5	100	4	4	26	"FALSE"	56	40	29	67	61	22	13	30	"YES"	"NO"	"YES"	0.23	7777	4213	2671
"B28029"	"237582"	"Public"	118	5	100	4	4	29	"FALSE"	45	45	55	46	54	8	17	30	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28029"	"468070"	"Public"	589	5	99	4	4	2	"FALSE"	84	85	77	100	97	93	10	67	"NO"	"NO"	"YES"	0.23	7777	4213	2671
"B28029"	"314935"	"Public"	478	5	100	4	4	16	"FALSE"	65	64	33	90	86	49	4	42	"YES"	"NO"	"YES"	0.23	7777	4213	2671
"B28029"	"105635"	"Public"	249	5	100	4	4	24	"FALSE"	67	41	44	60	70	20	13	33	"YES"	"NO"	"YES"	0.23	7777	4213	2671
"B28029"	"131008"	"Public"	267	5	100	4	4	24	"FALSE"	62	70	52	75	71	32	36	29	"YES"	"NO"	"NO"	0.23	7777	4213	2671
"B28037"	"190411"	"Public"	243	3	100	8	8	22	"FALSE"	79	58	46	67	58	12	18	13	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"505820"	"Public"	230	3	100	8	8	17	"FALSE"	68	64	57	47	68	11	16	31	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"536326"	"Public"	271	3	99	8	8	14	"FALSE"	45	32	27	83	54	17	28	25	"YES"	"YES"	"YES"	0.23	5984	3254	2035
"B28037"	"542172"	"Public"	247	3	100	8	8	26	"FALSE"	46	50	23	74	74	33	29	24	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"543993"	"Public"	435	3	100	8	8	9	"FALSE"	55	42	30	92	96	69	25	24	"YES"	"NO"	"YES"	0.23	5984	3254	2035
"B28037"	"266063"	"Public"	584	3	100	8	8	7	"FALSE"	78	49	49	92	80	41	17	38	"NO"	"NO"	"YES"	0.23	5984	3254	2035
"B28037"	"400475"	"Public"	164	3	100	8	8	24	"FALSE"	79	71	79	50	56	19	16	47	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"523712"	"Public"	189	3	100	8	8	37	"FALSE"	81	88	75	89	89	44	29	17	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"351202"	"Public"	177	3	100	8	8	15	"FALSE"	74	57	39	65	35	0	10	42	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"196169"	"Public"	175	3	100	8	8	22	"FALSE"	92	100	60	85	100	58	12	35	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"577537"	"Public"	341	4	100	8	8	9	"FALSE"	84	77	56	91	79	64	12	54	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"514187"	"Public"	261	3	100	8	8	21	"FALSE"	54	62	26	78	72	16	26	30	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"156981"	"Public"	135	3	100	8	8	16	"FALSE"	67	52	44	77	38	15	22	21	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"271128"	"Public"	244	3	100	8	8	19	"FALSE"	66	50	50	69	56	0	16	36	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"156728"	"Public"	210	3	100	8	8	15	"FALSE"	71	39	61	74	63	19	16	34	"YES"	"NO"	"NO"	0.23	5984	3254	2035
"B28037"	"420428"	"Public"	437	3	100	8	8	13	"FALSE"	66	56	25	79	77	19	24	38	"YES"	"NO"	"YES"	0.23	5984	3254	2035
"B28037"	"348732"	"Public"	140	3	99	8	8	27	"FALSE"	62	42	19	76	65	53	22	8	"YES"	"NO"	"YES"	0.23	5984	3254	2035
"B28045"	"190390"	"Public"	163	3	100	8	8	16	"FALSE"	60	65	30	50	60	15	22	21	"YES"	"NO"	"NO"	0.21	2583	1411	840
"B28045"	"486663"	"Public"	369	3	100	8	8	15	"FALSE"	72	86	76	66	66	32	18	22	"YES"	"NO"	"NO"	0.21	2583	1411	840
"B28045"	"478997"	"Public"	157	3	100	8	8	9	"FALSE"	94	94	94	76	62	19	10	36	"YES"	"NO"	"NO"	0.21	2583	1411	840
"B28045"	"406929"	"Public"	340	3	100	8	8	14	"FALSE"	61	68	54	68	64	50	16	23	"YES"	"NO"	"YES"	0.21	2583	1411	840
"B28045"	"514659"	"Public"	366	3	100	8	8	12	"FALSE"	61	70	48	50	55	12	21	19	"YES"	"NO"	"NO"	0.21	2583	1411	840
"B28045"	"569739"	"Public"	342	3	100	8	8	3	"FALSE"	65	51	53	79	54	25	11	26	"YES"	"NO"	"YES"	0.21	2583	1411	840
"B28045"	"296996"	"Public"	234	3	100	8	8	11	"FALSE"	55	45	34	70	60	47	12	30	"YES"	"NO"	"NO"	0.21	2583	1411	840
"B28053"	"280747"	"Public"	263	6	100	8	8	25	"FALSE"	64	64	61	71	66	34	15	40	"YES"	"NO"	"NO"	0.16	1601	833	546
"B28053"	"141518"	"Public"	265	4	99	8	8	12	"FALSE"	79	76	58	91	86	68	9	15	"YES"	"NO"	"NO"	0.16	1601	833	546
"B28053"	"487830"	"Public"	452	7	100	8	8	23	"FALSE"	51	58	44	61	43	20	16	30	"YES"	"NO"	"NO"	0.16	1601	833	546
"B28053"	"500445"	"Public"	152	6	99	8	8	15	"FALSE"	58	8	17	74	63	47	25	42	"YES"	"NO"	"NO"	0.16	1601	833	546
"B28061"	"570125"	"Public"	252	7	99	5	5	17	"FALSE"	73	65	58	89	85	37	23	31	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"602620"	"Public"	325	4	99	5	5	19	"FALSE"	77	77	48	78	76	68	22	23	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"409618"	"Public"	311	7	100	5	5	11	"FALSE"	87	71	71	96	84	56	19	60	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"165808"	"Public"	191	7	100	5	5	8	"FALSE"	81	86	67	80	85	30	11	38	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"130982"	"Public"	441	7	100	5	5	7	"FALSE"	46	41	32	90	86	55	17	32	"YES"	"NO"	"YES"	0.2	5554	3093	1813
"B28061"	"236136"	"Public"	667	6	100	4	4	13	"FALSE"	68	71	56	85	79	46	27	47	"YES"	"NO"	"YES"	0.2	5554	3093	1813
"B28061"	"509566"	"Public"	132	7	100	5	5	16	"FALSE"	71	57	43	64	64	18	31	17	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"198587"	"Public"	219	7	100	5	5	10	"FALSE"	65	61	52	82	71	18	6	46	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"127868"	"Public"	176	7	100	5	5	13	"FALSE"	68	75	61	79	68	26	6	37	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"517216"	"Public"	205	7	100	5	5	12	"FALSE"	95	68	77	90	90	33	7	36	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"169207"	"Public"	561	8	100	4	4	5	"FALSE"	82	64	64	88	88	67	12	56	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"352764"	"Public"	171	7	100	5	5	22	"FALSE"	92	100	85	92	100	33	33	21	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"415553"	"Public"	192	7	100	5	5	23	"FALSE"	88	92	73	85	92	31	38	8	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"300632"	"Public"	238	6	100	5	5	20	"FALSE"	52	43	36	58	42	17	24	21	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"604992"	"Public"	157	7	100	5	5	11	"FALSE"	27	9	27	75	69	31	16	40	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"287091"	"Public"	171	7	100	5	5	7	"FALSE"	62	62	54	74	79	16	11	41	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"222372"	"Public"	156	7	100	5	5	10	"FALSE"	57	71	57	88	81	75	7	42	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28061"	"530344"	"Public"	183	12	100	7	7	11	"FALSE"	62	75	56	41	35	6	36	35	"YES"	"NO"	"NO"	0.2	5554	3093	1813
"B28070"	"214574"	"Public"	135	24	99	24	24	30	"FALSE"	69	69	31	50	45	20	27	24	"YES"	"NO"	"NO"	0.19	729	382	248
"B28070"	"338010"	"Public"	204	24	100	24	24	9	"FALSE"	67	50	67	95	95	81	16	24	"YES"	"NO"	"NO"	0.19	729	382	248
"B29009"	"840688"	"Catholic"	140	16	96	8	8	12	"FALSE"	44	62	31	58	42	33	21	17	"YES"	"NO"	"YES"	0.24	1681	837	614
"B29009"	"706027"	"Catholic"	232	16	100	8	8	9	"FALSE"	94	69	57	79	67	25	16	30	"YES"	"YES"	"YES"	0.24	1681	837	614
"B29009"	"815616"	"Catholic"	110	16	99	8	8	10	"FALSE"	87	60	73	81	56	50	14	24	"YES"	"NO"	"NO"	0.24	1681	837	614
"B29009"	"862134"	"Catholic"	109	16	97	8	8	13	"FALSE"	58	33	50	87	87	33	18	19	"YES"	"NO"	"YES"	0.24	1681	837	614
"B29017"	"724467"	"Catholic"	174	24	99	8	8	29	"FALSE"	50	60	60	86	71	38	13	44	"YES"	"NO"	"YES"	0.18	1704	857	615
"B29017"	"797391"	"Catholic"	176	24	100	8	8	30	"FALSE"	92	92	69	79	79	32	20	35	"YES"	"NO"	"NO"	0.18	1704	857	615
"B29017"	"754625"	"Catholic"	340	24	100	8	8	15	"FALSE"	45	48	33	94	94	53	12	36	"YES"	"NO"	"YES"	0.18	1704	857	615
"B29017"	"810002"	"Catholic"	262	24	99	8	8	19	"FALSE"	95	73	68	100	94	75	16	42	"NO"	"NO"	"YES"	0.18	1704	857	615
"B29017"	"743054"	"Catholic"	170	24	100	8	8	19	"FALSE"	60	60	27	93	93	33	25	25	"YES"	"NO"	"NO"	0.18	1704	857	615
"B29025"	"791024"	"Catholic"	294	3	100	8	8	13	"FALSE"	92	89	72	100	93	48	19	32	"NO"	"NO"	"YES"	0.23	3288	1900	1016
"B29025"	"825999"	"Catholic"	142	3	100	8	8	30	"FALSE"	50	61	28	85	77	0	22	19	"YES"	"NO"	"NO"	0.23	3288	1900	1016
"B29025"	"817448"	"Catholic"	521	2	100	8	8	16	"FALSE"	59	61	43	81	88	44	17	39	"YES"	"NO"	"NO"	0.23	3288	1900	1016
"B29025"	"841986"	"Catholic"	315	4	100	8	8	18	"FALSE"	73	55	39	100	100	73	18	46	"YES"	"NO"	"NO"	0.23	3288	1900	1016
"B29025"	"746045"	"Catholic"	320	3	100	8	8	19	"FALSE"	69	52	31	75	78	69	16	34	"YES"	"NO"	"NO"	0.23	3288	1900	1016
"B29025"	"716014"	"Catholic"	227	3	100	8	8	26	"FALSE"	79	58	37	89	79	42	22	30	"YES"	"NO"	"NO"	0.23	3288	1900	1016
"B29025"	"755923"	"Catholic"	213	3	100	8	8	25	"FALSE"	35	30	17	84	81	10	16	21	"YES"	"NO"	"YES"	0.23	3288	1900	1016
"B29025"	"745260"	"Catholic"	217	3	98	8	8	18	"FALSE"	59	36	14	94	76	6	26	26	"NO"	"NO"	"YES"	0.23	3288	1900	1016
"B29025"	"742929"	"Catholic"	123	3	99	8	8	28	"FALSE"	54	38	23	81	88	0	29	17	"YES"	"NO"	"NO"	0.23	3288	1900	1016
"B29025"	"826901"	"Catholic"	427	3	100	8	8	11	"FALSE"	82	90	62	94	97	55	14	48	"NO"	"NO"	"YES"	0.23	3288	1900	1016
"B29033"	"750336"	"Catholic"	206	5	100	3	3	21	"FALSE"	83	80	67	62	56	6	24	38	"YES"	"NO"	"NO"	0.17	3683	2025	1217
"B29033"	"791075"	"Catholic"	294	5	100	3	3	23	"FALSE"	72	69	34	61	63	35	23	30	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29033"	"785954"	"Catholic"	252	5	99	3	3	28	"FALSE"	62	56	28	65	84	19	45	15	"YES"	"NO"	"NO"	0.17	3683	2025	1217
"B29033"	"721212"	"Catholic"	201	5	100	3	3	13	"FALSE"	85	70	41	83	83	54	8	33	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29033"	"869673"	"Catholic"	395	5	100	3	3	16	"FALSE"	73	65	42	93	95	60	10	61	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29033"	"770744"	"Catholic"	377	5	99	3	3	19	"FALSE"	75	68	50	68	65	19	12	21	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29033"	"782181"	"Catholic"	365	5	97	3	3	16	"FALSE"	71	69	50	91	91	45	12	31	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29033"	"746827"	"Catholic"	218	5	99	3	3	9	"FALSE"	81	62	62	89	56	22	11	29	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29033"	"804282"	"Catholic"	313	5	99	3	3	23	"FALSE"	58	81	58	78	81	25	12	31	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29033"	"701745"	"Catholic"	535	5	99	3	3	12	"FALSE"	61	58	26	89	84	33	21	38	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29033"	"798878"	"Catholic"	294	5	100	3	3	11	"FALSE"	81	72	75	84	81	23	4	41	"YES"	"NO"	"YES"	0.17	3683	2025	1217
"B29041"	"758000"	"Catholic"	353	24	100	8	8	21	"FALSE"	50	41	36	56	56	18	19	20	"YES"	"NO"	"YES"	0.27	1253	705	388
"B29041"	"839388"	"Catholic"	103	24	100	8	8	25	"FALSE"	64	36	27	78	78	22	25	42	"YES"	"NO"	"NO"	0.27	1253	705	388
"B29041"	"813770"	"Catholic"	439	24	100	8	8	19	"FALSE"	73	75	59	82	82	52	14	27	"YES"	"NO"	"YES"	0.27	1253	705	388
"B29050"	"821225"	"Catholic"	299	24	99	8	8	23	"FALSE"	67	73	53	87	85	23	11	32	"NO"	"NO"	"YES"	0.19	969	459	364
"B29050"	"819360"	"Catholic"	162	24	100	8	8	46	"FALSE"	85	55	45	97	86	45	12	38	"YES"	"NO"	"NO"	0.19	969	459	364
"B29050"	"805068"	"Catholic"	135	24	99	8	8	33	"FALSE"	71	47	41	57	50	21	8	36	"YES"	"NO"	"NO"	0.19	969	459	364
"B29050"	"806436"	"Catholic"	257	24	100	8	8	44	"FALSE"	84	82	42	80	75	28	20	27	"YES"	"NO"	"NO"	0.19	969	459	364
"B29068"	"714810"	"Catholic"	372	3	100	8	8	24	"FALSE"	88	90	78	87	91	51	9	60	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"841722"	"Catholic"	135	4	100	8	8	21	"FALSE"	86	91	86	88	88	53	16	29	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"847445"	"Catholic"	299	4	100	8	8	15	"FALSE"	78	73	67	79	74	37	28	48	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"854727"	"Catholic"	232	4	100	8	8	18	"FALSE"	76	82	61	76	76	55	10	35	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"815853"	"Catholic"	207	4	100	8	8	26	"FALSE"	50	54	36	71	71	32	38	8	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"823651"	"Catholic"	675	2	100	8	8	18	"FALSE"	73	70	54	79	76	40	19	26	"YES"	"NO"	"YES"	0.21	4961	2735	1637
"B29068"	"790150"	"Catholic"	170	4	100	8	8	9	"FALSE"	67	78	61	88	84	60	13	42	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"778672"	"Catholic"	693	2	100	8	8	15	"FALSE"	74	57	47	92	80	51	13	50	"YES"	"NO"	"YES"	0.21	4961	2735	1637
"B29068"	"857998"	"Catholic"	143	7	100	8	8	31	"FALSE"	73	67	80	65	41	29	26	19	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"821187"	"Catholic"	226	4	100	8	8	22	"FALSE"	62	59	28	92	80	44	18	41	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"741817"	"Catholic"	137	4	100	8	8	35	"FALSE"	73	59	55	76	53	29	26	39	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"788945"	"Catholic"	273	4	100	8	8	16	"FALSE"	72	53	41	68	52	26	24	22	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"715751"	"Catholic"	357	4	100	8	8	8	"FALSE"	80	85	67	80	71	54	6	54	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"700150"	"Catholic"	287	6	100	8	8	23	"FALSE"	78	69	66	87	68	61	36	36	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B29068"	"769703"	"Catholic"	166	4	100	8	8	23	"FALSE"	95	95	90	89	78	44	19	23	"YES"	"NO"	"NO"	0.21	4961	2735	1637
"B66001"	"169200"	"Public"	333	8	100	2	2	12	"FALSE"	70	63	57	65	65	42	28	16	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"291030"	"Public"	345	8	100	2	2	5	"FALSE"	62	47	49	80	59	43	19	31	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"450910"	"Public"	649	7	100	3	3	12	"FALSE"	73	66	59	77	81	51	15	33	"YES"	"NO"	"YES"	0.17	10718	5939	3575
"B66001"	"340804"	"Public"	188	8	100	2	2	13	"FALSE"	68	68	79	76	59	47	13	27	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"293776"	"Public"	234	8	100	2	2	6	"FALSE"	85	58	19	58	58	33	10	45	"NO"	"NO"	"YES"	0.17	10718	5939	3575
"B66001"	"403741"	"Public"	443	8	100	2	2	10	"FALSE"	91	86	77	84	86	63	8	33	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"198978"	"Public"	544	8	100	2	2	9	"FALSE"	56	47	35	80	61	50	18	23	"YES"	"NO"	"YES"	0.17	10718	5939	3575
"B66001"	"257869"	"Public"	632	3	100	2	2	23	"FALSE"	62	66	52	72	64	26	22	32	"YES"	"NO"	"YES"	0.17	10718	5939	3575
"B66001"	"262935"	"Public"	280	8	100	2	2	10	"FALSE"	73	57	40	83	74	35	17	26	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"401129"	"Public"	188	8	100	2	2	19	"FALSE"	80	65	55	94	65	65	16	25	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"364290"	"Public"	154	8	100	2	2	10	"FALSE"	75	58	67	89	74	37	18	25	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"605743"	"Public"	312	8	100	2	2	24	"FALSE"	62	67	54	68	57	39	23	26	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"253316"	"Public"	311	8	100	2	2	12	"FALSE"	48	67	67	84	89	50	19	25	"YES"	"NO"	"YES"	0.17	10718	5939	3575
"B66001"	"540200"	"Public"	150	8	100	2	2	17	"FALSE"	71	71	21	100	83	33	27	18	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"552585"	"Public"	480	8	100	2	2	13	"FALSE"	90	84	79	88	81	43	18	54	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"155683"	"Public"	397	8	100	2	2	17	"FALSE"	58	46	38	76	67	20	17	18	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"524239"	"Public"	298	8	100	2	2	11	"FALSE"	47	53	37	59	63	37	9	25	"YES"	"NO"	"NO"	0.17	10718	5939	3575
"B66001"	"484970"	"Public"	280	8	100	2	2	14	"FALSE"	72	81	75	78	70	17	15	36	"YES"	"NO"	"NO"	0.17	10718	5939	3575
